nombre,marca,modelo,sku,categoria,condicion,estado,stockTienda,stockDeposito,stockMinimo,costoUSD,precioVentaBaseUSD
AST,,,AST-2,MOUSE,nuevo,activo,0,0,1,0,0
Corsair Harpoon RGB,,,CORSAIR-HARPOON-RGB,MOUSE,nuevo,activo,0,0,1,0,0
Corsair M65 RGB,,,CORSAIR-M65-RGB,MOUSE,nuevo,activo,0,0,1,0,0
EVGA X15,,,EVGA-X15,MOUSE,nuevo,activo,0,0,1,0,0
EVGA X17,,,EVGA-X17,MOUSE,nuevo,activo,1,2,1,0,0
Fantech Crypto,,,FANTECH-CRYPTO,COOLING,nuevo,activo,0,0,1,0,0
Fantech Kanata Alambrico,,,FANTECH-KANATA-ALAMBRICO,COOLING,nuevo,activo,0,0,1,0,0
Gamemax Combo con mousepad y mouse,,,GAMEMAX-COMBO-CON-MOUSEPAD-Y-MOUSE,ACCESORIOS,nuevo,activo,0,0,1,0,0
Genius DX120,,,GENIUS-DX120,MOUSE,nuevo,activo,3,1,1,0,0
Genius DX125,,,GENIUS-DX125,MOUSE,nuevo,activo,0,0,1,0,0
Genius Scorpion M700,,,GENIUS-SCORPION-M700,MOUSE,nuevo,activo,1,1,1,0,0
inalambrico Biucen,,,INALAMBRICO-BIUCEN,MOUSE,nuevo,activo,0,0,1,0,0
inalambrico bluetooth T-Wolf X9 Rosado,,,INALAMBRICO-BLUETOOTH-T-WOLF-X9-RO,MOUSE,nuevo,activo,0,0,1,0,0
Inalambrico Fantech Kanata,,,INALAMBRICO-FANTECH-KANATA,COOLING,nuevo,activo,2,3,1,0,0
Inalambrico Genius M300,,,INALAMBRICO-GENIUS-M300,MOUSE,nuevo,activo,0,0,1,0,0
Inalambrico T-wolf Q2,,,INALAMBRICO-T-WOLF-Q2,MOUSE,nuevo,activo,3,1,1,0,0
Inalambrico T-Wolf Q4,,,INALAMBRICO-T-WOLF-Q4,MOUSE,nuevo,activo,0,0,1,0,0
Inalambrico UP,,,INALAMBRICO-UP,MOUSE,nuevo,activo,3,3,1,0,0
Logitech G305,,,LOGITECH-G305,MOUSE,nuevo,activo,1,2,1,0,0
Logitech G304,,,LOGITECH-G304,MOUSE,nuevo,activo,0,2,1,0,0
Logitech G502,,,LOGITECH-G502,MOUSE,nuevo,activo,1,1,1,0,0
MSI Clutch GM08,,,MSI-CLUTCH-GM08,MOUSE,nuevo,activo,1,3,1,0,0
MSI Forge GM300,,,MSI-FORGE-GM300,MOUSE,nuevo,activo,1,3,1,0,0
Razer Deathadder chroma,,,RAZER-DEATHADDER-CHROMA,MOUSE,nuevo,activo,0,4,1,0,0
Razer ORICHI V2,,,RAZER-ORICHI-V2,MOUSE,nuevo,activo,0,1,1,0,0
Razer Basilisk V3,,,RAZER-BASILISK-V3,MOUSE,nuevo,activo,0,0,1,0,0
Razer Basilisk V3x Hyperspeed,,,RAZER-BASILISK-V3X-HYPERSPEED,MOUSE,nuevo,activo,1,2,1,0,0
Razer Deathadder Essential,,,RAZER-DEATHADDER-ESSENTIAL,MOUSE,nuevo,activo,1,2,1,0,0
Razer Viper Hyperspeed,,,RAZER-VIPER-HYPERSPEED,MOUSE,nuevo,activo,1,0,1,0,0
Razer Viper V3,,,RAZER-VIPER-V3,MOUSE,nuevo,activo,0,0,1,0,0
Redragon Centrophorus7.200 DPI,,,REDRAGON-CENTROPHORUS7-200-DPI,MOUSE,nuevo,activo,0,0,1,0,0
Redragon Cobra 10.000 DPI,,,REDRAGON-COBRA-10-000-DPI,MOUSE,nuevo,activo,0,0,1,0,0
Redragon Ergonomico BM 4033,,,REDRAGON-ERGONOMICO-BM-4033,MOUSE,nuevo,activo,0,0,1,0,0
Redragon Gainer 4.000 DPI,,,REDRAGON-GAINER-4-000-DPI,MOUSE,nuevo,activo,1,3,1,0,0
Redragon Griffin 7.200 DPI,,,REDRAGON-GRIFFIN-7-200-DPI,MOUSE,nuevo,activo,1,1,1,0,0
Redragon K1NG 1K 12.400 DPI,,,REDRAGON-K1NG-1K-12-400-DPI,MOUSE,nuevo,activo,1,3,1,0,0
Redragon Predator Pro 8.000 DPI,,,REDRAGON-PREDATOR-PRO-8-000-DPI,MOUSE,nuevo,activo,1,1,1,0,0
Redragon Reaping,,,REDRAGON-REAPING,MOUSE,nuevo,activo,1,2,1,0,0
Redragon Storm 16.000 DPI,,,REDRAGON-STORM-16-000-DPI,MOUSE,nuevo,activo,0,0,1,0,0
Redragon Storm Pro 12.400 DPI,,,REDRAGON-STORM-PRO-12-400-DPI,MOUSE,nuevo,activo,1,1,1,0,0
Onikuma CW902,,,ONIKUMA-CW902,MOUSE,nuevo,activo,2,2,1,0,0
Fashion,,,FASHION,MOUSE,nuevo,activo,0,12,1,0,0
Inalambrico recargable,,,INALAMBRICO-RECARGABLE,MOUSE,nuevo,activo,3,23,1,0,0
T-Wolf V1,,,T-WOLF-V1,MOUSE,nuevo,activo,0,0,1,0,0
T-Wolf V13,,,T-WOLF-V13,MOUSE,nuevo,activo,0,0,1,0,0
T-Wolf V15,,,T-WOLF-V15,MOUSE,nuevo,activo,3,7,1,0,0
T-Wolf V2,,,T-WOLF-V2,MOUSE,nuevo,activo,4,0,1,0,0
y Mousepad Gamemax combo,,,Y-MOUSEPAD-GAMEMAX-COMBO,ACCESORIOS,nuevo,activo,1,4,1,0,0
Cuadrado Havit,,,CUADRADO-HAVIT,MOUSEPAD,nuevo,activo,0,0,1,0,0
Cuadrado Redragon,,,CUADRADO-REDRAGON,MOUSEPAD,nuevo,activo,0,0,1,0,0
Cuadrado UP MPO3-of,,,CUADRADO-UP-MPO3-OF,MOUSEPAD,nuevo,activo,0,0,1,0,0
sencillo turquesa,,,SENCILLO-TURQUESA,MOUSEPAD,nuevo,activo,0,0,1,0,0
XL RGB,,,XL-RGB,MOUSEPAD,nuevo,activo,1,2,1,0,0
SUZAKU Redragon,,,SUZAKU-REDRAGON,MOUSEPAD,nuevo,activo,0,2,1,0,0
KUNLUN Redragon,,,KUNLUN-REDRAGON,MOUSEPAD,nuevo,activo,0,2,1,0,0
XXL Redragon,,,XXL-REDRAGON,MOUSEPAD,nuevo,activo,0,0,1,0,0
XL UP,,,XL-UP,MOUSEPAD,nuevo,activo,1,1,1,0,0
Termica Corsair,,,TERMICA-CORSAIR,COOLING,nuevo,activo,1,4,1,0,0
Termica economica mediana,,,TERMICA-ECONOMICA-MEDIANA,COOLING,nuevo,activo,1,2,1,0,0
Termica economica peque�a,,,TERMICA-ECONOMICA-PEQUE-A,COOLING,nuevo,activo,3,7,1,0,0
Termica Gamemax,,,TERMICA-GAMEMAX,COOLING,nuevo,activo,1,3,1,0,0
Termica Thermal Grizzly,,,TERMICA-THERMAL-GRIZZLY,COOLING,nuevo,activo,0,4,1,0,0
Termica MX4 Caja Grande (1 TIENDA),,,TERMICA-MX4-CAJA-GRANDE-1-TIENDA,COOLING,nuevo,activo,0,1,1,0,0
Termica MX6,,,TERMICA-MX6,COOLING,nuevo,activo,2,2,1,0,0
Termica MX7,,,TERMICA-MX7,COOLING,nuevo,activo,0,0,1,0,0
Arteck AK-H110M,,,ARTECK-AK-H110M,MOBO,nuevo,activo,0,1,1,0,0
Arteck AK-H81M EL VS,,,ARTECK-AK-H81M-EL-VS,MOBO,nuevo,activo,0,0,1,0,0
Asrock A520M-HDV,,,ASROCK-A520M-HDV,MOBO,nuevo,activo,0,1,1,0,0
Asrock B450M,,,ASROCK-B450M,MOBO,nuevo,activo,0,0,1,0,0
Asrock B850M - X. WIFI AM5,,,ASROCK-B850M-X-WIFI-AM5,MOBO,nuevo,activo,0,2,1,0,0
Asrock H510M - SE (Intel),,,ASROCK-H510M-SE-INTEL,MOBO,nuevo,activo,0,0,1,0,0
Asrock H610M - HDV m.2,,,ASROCK-H610M-HDV-M-2,MOBO,nuevo,activo,0,0,1,0,0
Asrock H610M HVSI m.2 Pro,,,ASROCK-H610M-HVSI-M-2-PRO,MOBO,nuevo,activo,0,5,1,0,0
Asrock H810M - X,,,ASROCK-H810M-X,MOBO,nuevo,activo,0,1,1,0,0
Asrock Phanton Z590 Gaming S4,,,ASROCK-PHANTON-Z590-GAMING-S4,MOBO,nuevo,activo,0,0,1,0,0
Asus B760M-AYW - wifi D4,,,ASUS-B760M-AYW-WIFI-D4,MOBO,nuevo,activo,0,0,1,0,0
Asus Prime A520M-K (Ryzen),,,ASUS-PRIME-A520M-K-RYZEN,MOBO,nuevo,activo,0,2,1,0,0
Asus Prime B550- Plus HES,,,ASUS-PRIME-B550-PLUS-HES,MOBO,nuevo,activo,0,0,1,0,0
Asus Prime B550M - A - WIFI II***,,,ASUS-PRIME-B550M-A-WIFI-II,MOBO,nuevo,activo,0,0,1,0,0
Asus Prime B650 - DDR5 (Ryzen) Blanca,,,ASUS-PRIME-B650-DDR5-RYZEN-BLANCA,MOBO,nuevo,activo,0,0,1,0,0
Asus Prime H670- Plus D4,,,ASUS-PRIME-H670-PLUS-D4,MOBO,nuevo,activo,0,0,1,0,0
Asus Prime Z270 - 6ta. (Sin Caja),,,ASUS-PRIME-Z270-6TA-SIN-CAJA,MOBO,nuevo,activo,0,2,1,0,0
Asus Prime Z590 - P (Intel),,,ASUS-PRIME-Z590-P-INTEL,MOBO,nuevo,activo,0,0,1,0,0
Asus Prime Z290 6TA (sin caja),,,ASUS-PRIME-Z290-6TA-SIN-CAJA,MOBO,nuevo,activo,0,1,1,0,0
AsusTuf A520M (Ryzen) Sin Caja,,,ASUSTUF-A520M-RYZEN-SIN-CAJA,MOBO,nuevo,activo,1,1,1,0,0
Biostar A620A DDR5,,,BIOSTAR-A620A-DDR5,MOBO,nuevo,activo,0,1,1,0,0
Biostar A620M DDR5,,,BIOSTAR-A620M-DDR5,MOBO,nuevo,activo,0,2,1,0,0
Biostar H610MHP,,,BIOSTAR-H610MHP,MOBO,nuevo,activo,0,1,1,0,0
combo G31m7,,,COMBO-G31M7,MOBO,nuevo,activo,0,0,1,0,0
DDR2,,,DDR2,MOBO,nuevo,activo,0,1,1,0,0
DDR3 H61 sergio,,,DDR3-H61-SERGIO,MOBO,nuevo,activo,0,1,1,0,0
Esonic H110 Intel,,,ESONIC-H110-INTEL,MOBO,nuevo,activo,0,0,1,0,0
Esonic H61DA,,,ESONIC-H61DA,MOBO,nuevo,activo,0,3,1,0,0
Esonic H81DA,,,ESONIC-H81DA,MOBO,nuevo,activo,0,5,1,0,0
Gigabyte A520M-K-V2 / EXIBICION MALA,,,GIGABYTE-A520M-K-V2-EXIBICION-MALA,MOBO,nuevo,activo,0,1,1,0,0
Gigabyte Aorus B550 (Ryzen),,,GIGABYTE-AORUS-B550-RYZEN,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte Aorus B650-E,,,GIGABYTE-AORUS-B650-E,MOBO,nuevo,activo,0,1,1,0,0
Gigabyte Aorus B850-Elite - wifi 7,,,GIGABYTE-AORUS-B850-ELITE-WIFI-7,MOBO,nuevo,activo,0,1,1,0,0
Gigabyte B550M Gaming X Wifi 6 (Ryzen),,,GIGABYTE-B550M-GAMING-X-WIFI-6-RYZ,MOBO,nuevo,activo,0,2,1,0,0
Gigabyte B550M-K (Ryzen),,,GIGABYTE-B550M-K-RYZEN,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte B650M Gaming Plus wifi (Ryzen),,,GIGABYTE-B650M-GAMING-PLUS-WIFI-RY,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte B760M - DS3HP (Intel) DDR4,,,GIGABYTE-B760M-DS3HP-INTEL-DDR4,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte Eagle B860,,,GIGABYTE-EAGLE-B860,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte H510M K - V2 (Intel),,,GIGABYTE-H510M-K-V2-INTEL,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte X870 Am5 Gaming wifi,,,GIGABYTE-X870-AM5-GAMING-WIFI,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte Z790 - UD AC (Intel),,,GIGABYTE-Z790-UD-AC-INTEL,MOBO,nuevo,activo,0,0,1,0,0
Gigabyte Z790 DDR4 Wifi,,,GIGABYTE-Z790-DDR4-WIFI,MOBO,nuevo,activo,0,0,1,0,0
MSI PRO B7 60M-P DDR4 INTEL,,,MSI-PRO-B7-60M-P-DDR4-INTEL,MOBO,nuevo,activo,0,2,1,0,0
MSI A620M (Ryzen),,,MSI-A620M-RYZEN,MOBO,nuevo,activo,0,0,1,0,0
MSI B550 Mac Gaming Plus,,,MSI-B550-MAC-GAMING-PLUS,MOBO,nuevo,activo,0,0,1,0,0
MSI Z790 Gaming Plus wifi,,,MSI-Z790-GAMING-PLUS-WIFI,MOBO,nuevo,activo,0,0,1,0,0
Zeon,,,ZEON,MOBO,nuevo,activo,0,1,1,0,0
Intel Celeron G3930,,,INTEL-CELERON-G3930,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 11400F,,,INTEL-CORE-I5-11400F,CPU,nuevo,activo,0,0,1,0,0
Intel Core 2 Quad,,,INTEL-CORE-2-QUAD,CPU,nuevo,activo,0,1,1,0,0
Intel Core i3 - 12100F,,,INTEL-CORE-I3-12100F,CPU,nuevo,activo,0,0,1,0,0
Intel Core i3 - 13100F,,,INTEL-CORE-I3-13100F,CPU,nuevo,activo,0,1,1,0,0
Intel Core i3 - 14100F,,,INTEL-CORE-I3-14100F,CPU,nuevo,activo,1,1,1,0,0
Intel Core i3 - 3220,,,INTEL-CORE-I3-3220,CPU,nuevo,activo,0,0,1,0,0
Intel Core i3 - 3250,,,INTEL-CORE-I3-3250,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 10400,,,INTEL-CORE-I5-10400,CPU,nuevo,activo,0,0,1,0,0
Intel Core i5 - 10400F,,,INTEL-CORE-I5-10400F,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 11400F,,,INTEL-CORE-I5-11400F-2,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 12400,,,INTEL-CORE-I5-12400,CPU,nuevo,activo,1,1,1,0,0
Intel Core i5 - 12400F,,,INTEL-CORE-I5-12400F,CPU,nuevo,activo,1,1,1,0,0
Intel Core i5 - 12600KF,,,INTEL-CORE-I5-12600KF,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 14400,,,INTEL-CORE-I5-14400,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 14400F,,,INTEL-CORE-I5-14400F,CPU,nuevo,activo,0,0,1,0,0
intel core i5 - 14600K,,,INTEL-CORE-I5-14600K,CPU,nuevo,activo,0,1,1,0,0
intel core i5 - 15va - ultra,,,INTEL-CORE-I5-15VA-ULTRA,CPU,nuevo,activo,0,1,1,0,0
Intel Core i5 - 2500K,,,INTEL-CORE-I5-2500K,CPU,nuevo,activo,0,0,1,0,0
Intel Core i5 - 3470,,,INTEL-CORE-I5-3470,CPU,nuevo,activo,0,2,1,0,0
Intel Core i5 - 4590,,,INTEL-CORE-I5-4590,CPU,nuevo,activo,0,3,1,0,0
Intel Core i5 - 6500,,,INTEL-CORE-I5-6500,CPU,nuevo,activo,0,3,1,0,0
Intel Core i5 - 7500,,,INTEL-CORE-I5-7500,CPU,nuevo,activo,0,0,1,0,0
Intel Core i5 - 8400,,,INTEL-CORE-I5-8400,CPU,nuevo,activo,0,0,1,0,0
Intel Core i5 - 8500,,,INTEL-CORE-I5-8500,CPU,nuevo,activo,0,5,1,0,0
Intel Core i5 - 9400,,,INTEL-CORE-I5-9400,CPU,nuevo,activo,0,0,1,0,0
Intel Core i5 - 9500,,,INTEL-CORE-I5-9500,CPU,nuevo,activo,0,1,1,0,0
Intel Core i7 - 12700KF,,,INTEL-CORE-I7-12700KF,CPU,nuevo,activo,0,0,1,0,0
intel core i7 - 15va - ultra,,,INTEL-CORE-I7-15VA-ULTRA,CPU,nuevo,activo,0,0,1,0,0
Intel Core i7 - 4TA 4790,,,INTEL-CORE-I7-4TA-4790,CPU,nuevo,activo,0,0,1,0,0
Intel Core i7 - 2600K,,,INTEL-CORE-I7-2600K,CPU,nuevo,activo,0,0,1,0,0
Intel Core i7 - 3770,,,INTEL-CORE-I7-3770,CPU,nuevo,activo,0,2,1,0,0
Intel Core i7 - 7700K revisar uno,,,INTEL-CORE-I7-7700K-REVISAR-UNO,CPU,nuevo,activo,0,2,1,0,0
Intel Core i9 - 12900KF,,,INTEL-CORE-I9-12900KF,CPU,nuevo,activo,0,0,1,0,0
Intel Pentium Dual Core,,,INTEL-PENTIUM-DUAL-CORE,CPU,nuevo,activo,0,0,1,0,0
Intel Pentium G4400 - 6ta,,,INTEL-PENTIUM-G4400-6TA,CPU,nuevo,activo,0,3,1,0,0
Ryzen 3 - 3200 G,,,RYZEN-3-3200-G,CPU,nuevo,activo,1,0,1,0,0
Ryzen 5 - 4500,,,RYZEN-5-4500,CPU,nuevo,activo,1,2,1,0,0
Ryzen 5 - 5500,,,RYZEN-5-5500,CPU,nuevo,activo,0,10,1,0,0
Ryzen 5 - 5600,,,RYZEN-5-5600,CPU,nuevo,activo,0,1,1,0,0
Ryzen 5 - 5600G,,,RYZEN-5-5600G,CPU,nuevo,activo,0,0,1,0,0
Ryzen 5 - 7600X,,,RYZEN-5-7600X,CPU,nuevo,activo,0,1,1,0,0
Ryzen 5 - 8500G,,,RYZEN-5-8500G,CPU,nuevo,activo,2,0,1,0,0
Ryzen 5 - 8600G,,,RYZEN-5-8600G,CPU,nuevo,activo,0,1,1,0,0
Ryzen 5 - 9600X,,,RYZEN-5-9600X,CPU,nuevo,activo,1,0,1,0,0
Ryzen 5- 5600GT,,,RYZEN-5-5600GT,CPU,nuevo,activo,1,0,1,0,0
Ryzen 7 - 5700,,,RYZEN-7-5700,CPU,nuevo,activo,1,0,1,0,0
Ryzen 7 - 5700G,,,RYZEN-7-5700G,CPU,nuevo,activo,1,2,1,0,0
Ryzen 7 - 5700X,,,RYZEN-7-5700X,CPU,nuevo,activo,0,0,1,0,0
Ryzen 7 - 5800 XT,,,RYZEN-7-5800-XT,CPU,nuevo,activo,0,0,1,0,0
Ryzen 7 - 8700G,,,RYZEN-7-8700G,CPU,nuevo,activo,1,0,1,0,0
Ryzen 7 - 9700X,,,RYZEN-7-9700X,CPU,nuevo,activo,0,0,1,0,0
Ryzen 7 5700 X3D,,,RYZEN-7-5700-X3D,CPU,nuevo,activo,0,0,1,0,0
Ryzen 7 7700X,,,RYZEN-7-7700X,CPU,nuevo,activo,1,0,1,0,0
Ryzen 7 9900x,,,RYZEN-7-9900X,CPU,nuevo,activo,1,0,1,0,0
AMD Athlon,,,AMD-ATHLON,CPU,nuevo,activo,1,1,1,0,0
Ryzen 7 9800 X3D,,,RYZEN-7-9800-X3D,CPU,nuevo,activo,1,0,1,0,0
Projector Led - caja blanca con amarillo,,,PROJECTOR-LED-CAJA-BLANCA-CON-AMAR,PROJECTOR,nuevo,activo,0,0,1,0,0
de corriente 3 toma,,,DE-CORRIENTE-3-TOMA,ACCESORIOS,nuevo,activo,2,18,1,0,0
de corriente grande 1 toma,,,DE-CORRIENTE-GRANDE-1-TOMA,ACCESORIOS,nuevo,activo,3,25,1,0,0
de corriente peque�o laptop,,,DE-CORRIENTE-PEQUE-O-LAPTOP,ACCESORIOS,nuevo,activo,0,0,1,0,0
de corriente UP,,,DE-CORRIENTE-UP,ACCESORIOS,nuevo,activo,0,0,1,0,0
DDR2 Laptop 2GB - Royemai - 5400,,,DDR2-LAPTOP-2GB-ROYEMAI-5400,RAM,nuevo,activo,0,2,1,0,0
DDR2 PC 2GB - Kingston - 6400,,,DDR2-PC-2GB-KINGSTON-6400,RAM,nuevo,activo,0,0,1,0,0
"DDR3 Laptop - 2GB - Surtidas - 10600, sin caja",,,DDR3-LAPTOP-2GB-SURTIDAS-10600-SIN,RAM,nuevo,activo,0,0,1,0,0
DDR3 PC 16GB - Patriot Viper - kit 8*2 - 1866,,,DDR3-PC-16GB-PATRIOT-VIPER-KIT-8-2,RAM,nuevo,activo,0,1,1,0,0
DDR3 PC 2GB - Semicon - 12800,,,DDR3-PC-2GB-SEMICON-12800,RAM,nuevo,activo,0,0,1,0,0
DDR3 PC 4GB - Kingston - 10600,,,DDR3-PC-4GB-KINGSTON-10600,RAM,nuevo,activo,0,2,1,0,0
"DDR3 PC 4GB - Patriot - 10600, sin caja",,,DDR3-PC-4GB-PATRIOT-10600-SIN-CAJA,RAM,nuevo,activo,0,0,1,0,0
"DDR3 PC 4GB - Samsung - 12800, sin caja",,,DDR3-PC-4GB-SAMSUNG-12800-SIN-CAJA,RAM,nuevo,activo,0,0,1,0,0
"DDR3 PC 4GB - surtidas - 12800, sin caja",,,DDR3-PC-4GB-SURTIDAS-12800-SIN-CAJ,RAM,nuevo,activo,0,0,1,0,0
DDR3 PC 8GB - Crucial - 1600,,,DDR3-PC-8GB-CRUCIAL-1600,RAM,nuevo,activo,0,12,1,0,0
DDR3 PC 8GB - Kingston - 12800,,,DDR3-PC-8GB-KINGSTON-12800,RAM,nuevo,activo,0,1,1,0,0
DDR4 Laptop - 16GB - Corsair Vengeance Kit 2*8 3200,,,DDR4-LAPTOP-16GB-CORSAIR-VENGEANCE,RAM,nuevo,activo,0,7,1,0,0
DDR4 Laptop - 16GB - Patriot - 2400,,,DDR4-LAPTOP-16GB-PATRIOT-2400,RAM,nuevo,activo,0,2,1,0,0
DDR4 Laptop - 16GB - Puskill - 3200,,,DDR4-LAPTOP-16GB-PUSKILL-3200,RAM,nuevo,activo,0,2,1,0,0
DDR4 Laptop - 16GB - Surtidas (3200-2666),,,DDR4-LAPTOP-16GB-SURTIDAS-3200-266,RAM,nuevo,activo,0,0,1,0,0
DDR4 Laptop - 4GB Surtidas - 3200,,,DDR4-LAPTOP-4GB-SURTIDAS-3200,RAM,nuevo,activo,0,0,1,0,0
DDR4 Laptop - 8GB - Crucial - 2400,,,DDR4-LAPTOP-8GB-CRUCIAL-2400,RAM,nuevo,activo,0,2,1,0,0
DDR4 Laptop - 8GB - Crucial - 3200,,,DDR4-LAPTOP-8GB-CRUCIAL-3200,RAM,nuevo,activo,0,1,1,0,0
DDR4 Laptop - 8GB - Puskill - 2666,,,DDR4-LAPTOP-8GB-PUSKILL-2666,RAM,nuevo,activo,0,4,1,0,0
DDR4 PC - 16GB - Corsair Vengeance Lpx - kit 2*8 3200,,,DDR4-PC-16GB-CORSAIR-VENGEANCE-LPX,RAM,nuevo,activo,0,2,1,0,0
DDR4 PC - 16GB - Corsair Vengeance RGB Pro - kit 2*16 3200,,,DDR4-PC-16GB-CORSAIR-VENGEANCE-RGB,RAM,nuevo,activo,0,2,1,0,0
DDR4 PC - 16GB - HIKSEMI HIKER,,,DDR4-PC-16GB-HIKSEMI-HIKER,RAM,nuevo,activo,0,2,1,0,0
DDR4 PC - 16GB - Geil Orion RGB - 3200,,,DDR4-PC-16GB-GEIL-ORION-RGB-3200,RAM,nuevo,activo,0,2,1,0,0
DDR4 PC - 16GB - Gskill Ripjaws V Kit 2*8 - 3200,,,DDR4-PC-16GB-GSKILL-RIPJAWS-V-KIT-,RAM,nuevo,activo,0,1,1,0,0
DDR4 PC - 16GB - Gskill Sniper X Kit 2*8 - 3200,,,DDR4-PC-16GB-GSKILL-SNIPER-X-KIT-2,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 16GB - PNY XLR8 - Kit 2*8 - 3600,,,DDR4-PC-16GB-PNY-XLR8-KIT-2-8-3600,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 16GB - Teamgroup Tforce Delta kit 8*2 3600,,,DDR4-PC-16GB-TEAMGROUP-TFORCE-DELT,RAM,nuevo,activo,0,1,1,0,0
DDR4 PC - 16GB - Teamgroup Tforce Vulcan Z kit 2*8 3200,,,DDR4-PC-16GB-TEAMGROUP-TFORCE-VULC,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 32GB - Corsair Vengeance RGB - kit 2*16 3200,,,DDR4-PC-32GB-CORSAIR-VENGEANCE-RGB,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 4GB - Surtidas en caja negra - 12800,,,DDR4-PC-4GB-SURTIDAS-EN-CAJA-NEGRA,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 4GB - Surtidas en caja negra - 2400,,,DDR4-PC-4GB-SURTIDAS-EN-CAJA-NEGRA-2,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 64GB - Oloy OWL RGB - 3200,,,DDR4-PC-64GB-OLOY-OWL-RGB-3200,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 64GB - Patriot - 3200,,,DDR4-PC-64GB-PATRIOT-3200,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 64GB - Patriot Viper Gaming kit 2*32 3200,,,DDR4-PC-64GB-PATRIOT-VIPER-GAMING-,RAM,nuevo,activo,0,1,1,0,0
DDR4 PC - 8GB - Adata- 3200,,,DDR4-PC-8GB-ADATA-3200,RAM,nuevo,activo,0,2,1,0,0
DDR4 PC - 8GB - Geil Evo Potenza - 3200,,,DDR4-PC-8GB-GEIL-EVO-POTENZA-3200,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 8GB - Geil Evo X II - 3200,,,DDR4-PC-8GB-GEIL-EVO-X-II-3200,RAM,nuevo,activo,0,0,1,0,0
DDR4 PC - 8GB - Patriot Viper - 3200,,,DDR4-PC-8GB-PATRIOT-VIPER-3200,RAM,nuevo,activo,0,2,1,0,0
DDR5 Laptop 16GB Patriot - 4800 -,,,DDR5-LAPTOP-16GB-PATRIOT-4800,RAM,nuevo,activo,0,1,1,0,0
DDR5 Laptop 32GB - Crucial - 5600,,,DDR5-LAPTOP-32GB-CRUCIAL-5600,RAM,nuevo,activo,0,0,1,0,0
DDR5 Laptop 8GB - Crucial - 4800,,,DDR5-LAPTOP-8GB-CRUCIAL-4800,RAM,nuevo,activo,0,2,1,0,0
DDR5 Laptop 8GB - Surtida - 5600,,,DDR5-LAPTOP-8GB-SURTIDA-5600,RAM,nuevo,activo,0,0,1,0,0
DDR5 PC 16GB - Patriot - 5600,,,DDR5-PC-16GB-PATRIOT-5600,RAM,nuevo,activo,0,2,1,0,0
DDR5 PC 16GB - Teamgroup T-force Delta - kit 2*8 -6000,,,DDR5-PC-16GB-TEAMGROUP-T-FORCE-DEL,RAM,nuevo,activo,0,1,1,0,0
DDR5 PC 32GB - Corsair Vengeance - Kit 2*16 - 6000,,,DDR5-PC-32GB-CORSAIR-VENGEANCE-KIT,RAM,nuevo,activo,0,1,1,0,0
DDR5 PC 32GB - Crucial - 5600,,,DDR5-PC-32GB-CRUCIAL-5600,RAM,nuevo,activo,0,1,1,0,0
DDR5 PC 32GB - Crucial - kit 2*16 - 4800,,,DDR5-PC-32GB-CRUCIAL-KIT-2-16-4800,RAM,nuevo,activo,0,1,1,0,0
DDR5 PC 32GB - Patriot - Kit 2*16 - 4800,,,DDR5-PC-32GB-PATRIOT-KIT-2-16-4800,RAM,nuevo,activo,0,0,1,0,0
DDR5 PC 32GB - Patriot Viper Elite 5 -Kit 2*16 - 5600,,,DDR5-PC-32GB-PATRIOT-VIPER-ELITE-5,RAM,nuevo,activo,0,1,1,0,0
Liquida Corsair Icue H100,,,LIQUIDA-CORSAIR-ICUE-H100,COOLING,nuevo,activo,0,1,1,0,0
Liquida Corsair Nautilus 360,,,LIQUIDA-CORSAIR-NAUTILUS-360,COOLING,nuevo,activo,0,0,1,0,0
Liquida EVGA 2Fan Closed Loop,,,LIQUIDA-EVGA-2FAN-CLOSED-LOOP,COOLING,nuevo,activo,0,1,1,0,0
Liquida Gamemax 1 Fan (1 blanca y 1 negra),,,LIQUIDA-GAMEMAX-1-FAN-1-BLANCA-Y-1,COOLING,nuevo,activo,0,0,1,0,0
