nombre,marca,modelo,sku,categoria,condicion,estado,stock,stockMinimo,costoUSD,precioVentaBaseUSD
Procesador Ryzen 7 9800 X3D,,,PROCESADOR-RYZEN-7-9800-X3D,CPU,nuevo,activo,1,1,0,0
Projector Led - caja blanca con amarillo,,,PROJECTOR-LED-CAJA-BLANCA-CON-AMAR,PROJECTOR,nuevo,activo,0,1,0,0
Protector de corriente 3 toma,,,PROTECTOR-DE-CORRIENTE-3-TOMA,ACCESORIOS,nuevo,activo,20,1,0,0
Protector de corriente grande 1 toma,,,PROTECTOR-DE-CORRIENTE-GRANDE-1-TO,ACCESORIOS,nuevo,activo,28,1,0,0
Protector de corriente peque�o laptop,,,PROTECTOR-DE-CORRIENTE-PEQUE-O-LAP,ACCESORIOS,nuevo,activo,0,1,0,0
Protector de corriente UP,,,PROTECTOR-DE-CORRIENTE-UP,ACCESORIOS,nuevo,activo,0,1,0,0
Ram DDR2 Laptop 2GB - Royemai - 5400,,,RAM-DDR2-LAPTOP-2GB-ROYEMAI-5400,RAM,nuevo,activo,2,1,0,0
Ram DDR2 PC 2GB - Kingston - 6400,,,RAM-DDR2-PC-2GB-KINGSTON-6400,RAM,nuevo,activo,0,1,0,0
"Ram DDR3 Laptop - 2GB - Surtidas - 10600, sin caja",,,RAM-DDR3-LAPTOP-2GB-SURTIDAS-10600,RAM,nuevo,activo,0,1,0,0
Ram DDR3 PC 16GB - Patriot Viper - kit 8*2 - 1866,,,RAM-DDR3-PC-16GB-PATRIOT-VIPER-KIT,RAM,nuevo,activo,1,1,0,0
Ram DDR3 PC 2GB - Semicon - 12800,,,RAM-DDR3-PC-2GB-SEMICON-12800,RAM,nuevo,activo,0,1,0,0
Ram DDR3 PC 4GB - Kingston - 10600,,,RAM-DDR3-PC-4GB-KINGSTON-10600,RAM,nuevo,activo,2,1,0,0
"Ram DDR3 PC 4GB - Patriot - 10600, sin caja",,,RAM-DDR3-PC-4GB-PATRIOT-10600-SIN-,RAM,nuevo,activo,0,1,0,0
"Ram DDR3 PC 4GB - Samsung - 12800, sin caja",,,RAM-DDR3-PC-4GB-SAMSUNG-12800-SIN-,RAM,nuevo,activo,0,1,0,0
"Ram DDR3 PC 4GB - surtidas - 12800, sin caja",,,RAM-DDR3-PC-4GB-SURTIDAS-12800-SIN,RAM,nuevo,activo,0,1,0,0
Ram DDR3 PC 8GB - Crucial - 1600,,,RAM-DDR3-PC-8GB-CRUCIAL-1600,RAM,nuevo,activo,12,1,0,0
Ram DDR3 PC 8GB - Kingston - 12800,,,RAM-DDR3-PC-8GB-KINGSTON-12800,RAM,nuevo,activo,1,1,0,0
Ram DDR4 Laptop - 16GB - Corsair Vengeance Kit 2*8 3200,,,RAM-DDR4-LAPTOP-16GB-CORSAIR-VENGE,RAM,nuevo,activo,7,1,0,0
Ram DDR4 Laptop - 16GB - Patriot - 2400,,,RAM-DDR4-LAPTOP-16GB-PATRIOT-2400,RAM,nuevo,activo,2,1,0,0
Ram DDR4 Laptop - 16GB - Puskill - 3200,,,RAM-DDR4-LAPTOP-16GB-PUSKILL-3200,RAM,nuevo,activo,2,1,0,0
Ram DDR4 Laptop - 16GB - Surtidas (3200-2666),,,RAM-DDR4-LAPTOP-16GB-SURTIDAS-3200,RAM,nuevo,activo,0,1,0,0
Ram DDR4 Laptop - 4GB Surtidas - 3200,,,RAM-DDR4-LAPTOP-4GB-SURTIDAS-3200,RAM,nuevo,activo,0,1,0,0
Ram DDR4 Laptop - 8GB - Crucial - 2400,,,RAM-DDR4-LAPTOP-8GB-CRUCIAL-2400,RAM,nuevo,activo,2,1,0,0
Ram DDR4 Laptop - 8GB - Crucial - 3200,,,RAM-DDR4-LAPTOP-8GB-CRUCIAL-3200,RAM,nuevo,activo,1,1,0,0
Ram DDR4 Laptop - 8GB - Puskill - 2666,,,RAM-DDR4-LAPTOP-8GB-PUSKILL-2666,RAM,nuevo,activo,4,1,0,0
Ram DDR4 PC - 16GB - Corsair Vengeance Lpx - kit 2*8 3200,,,RAM-DDR4-PC-16GB-CORSAIR-VENGEANCE,RAM,nuevo,activo,2,1,0,0
Ram DDR4 PC - 16GB - Corsair Vengeance RGB Pro - kit 2*16 3200,,,RAM-DDR4-PC-16GB-CORSAIR-VENGEANCE-2,RAM,nuevo,activo,2,1,0,0
Ram DDR4 PC - 16GB - HIKSEMI HIKER,,,RAM-DDR4-PC-16GB-HIKSEMI-HIKER,RAM,nuevo,activo,2,1,0,0
Ram DDR4 PC - 16GB - Geil Orion RGB - 3200,,,RAM-DDR4-PC-16GB-GEIL-ORION-RGB-32,RAM,nuevo,activo,2,1,0,0
Ram DDR4 PC - 16GB - Gskill Ripjaws V Kit 2*8 - 3200,,,RAM-DDR4-PC-16GB-GSKILL-RIPJAWS-V-,RAM,nuevo,activo,1,1,0,0
Ram DDR4 PC - 16GB - Gskill Sniper X Kit 2*8 - 3200,,,RAM-DDR4-PC-16GB-GSKILL-SNIPER-X-K,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 16GB - PNY XLR8 - Kit 2*8 - 3600,,,RAM-DDR4-PC-16GB-PNY-XLR8-KIT-2-8-,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 16GB - Teamgroup Tforce Delta kit 8*2 3600,,,RAM-DDR4-PC-16GB-TEAMGROUP-TFORCE-,RAM,nuevo,activo,1,1,0,0
Ram DDR4 PC - 16GB - Teamgroup Tforce Vulcan Z kit 2*8 3200,,,RAM-DDR4-PC-16GB-TEAMGROUP-TFORCE--2,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 32GB - Corsair Vengeance RGB - kit 2*16 3200,,,RAM-DDR4-PC-32GB-CORSAIR-VENGEANCE,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 4GB - Surtidas en caja negra - 12800,,,RAM-DDR4-PC-4GB-SURTIDAS-EN-CAJA-N,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 4GB - Surtidas en caja negra - 2400,,,RAM-DDR4-PC-4GB-SURTIDAS-EN-CAJA-N-2,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 64GB - Oloy OWL RGB - 3200,,,RAM-DDR4-PC-64GB-OLOY-OWL-RGB-3200,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 64GB - Patriot - 3200,,,RAM-DDR4-PC-64GB-PATRIOT-3200,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 64GB - Patriot Viper Gaming kit 2*32 3200,,,RAM-DDR4-PC-64GB-PATRIOT-VIPER-GAM,RAM,nuevo,activo,1,1,0,0
Ram DDR4 PC - 8GB - Adata- 3200,,,RAM-DDR4-PC-8GB-ADATA-3200,RAM,nuevo,activo,2,1,0,0
Ram DDR4 PC - 8GB - Geil Evo Potenza - 3200,,,RAM-DDR4-PC-8GB-GEIL-EVO-POTENZA-3,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 8GB - Geil Evo X II - 3200,,,RAM-DDR4-PC-8GB-GEIL-EVO-X-II-3200,RAM,nuevo,activo,0,1,0,0
Ram DDR4 PC - 8GB - Patriot Viper - 3200,,,RAM-DDR4-PC-8GB-PATRIOT-VIPER-3200,RAM,nuevo,activo,2,1,0,0
Ram DDR5 Laptop 16GB Patriot - 4800 -,,,RAM-DDR5-LAPTOP-16GB-PATRIOT-4800,RAM,nuevo,activo,1,1,0,0
Ram DDR5 Laptop 32GB - Crucial - 5600,,,RAM-DDR5-LAPTOP-32GB-CRUCIAL-5600,RAM,nuevo,activo,0,1,0,0
Ram DDR5 Laptop 8GB - Crucial - 4800,,,RAM-DDR5-LAPTOP-8GB-CRUCIAL-4800,RAM,nuevo,activo,2,1,0,0
Ram DDR5 Laptop 8GB - Surtida - 5600,,,RAM-DDR5-LAPTOP-8GB-SURTIDA-5600,RAM,nuevo,activo,0,1,0,0
Ram DDR5 PC 16GB - Patriot - 5600,,,RAM-DDR5-PC-16GB-PATRIOT-5600,RAM,nuevo,activo,2,1,0,0
Ram DDR5 PC 16GB - Teamgroup T-force Delta - kit 2*8 -6000,,,RAM-DDR5-PC-16GB-TEAMGROUP-T-FORCE,RAM,nuevo,activo,1,1,0,0
Ram DDR5 PC 32GB - Corsair Vengeance - Kit 2*16 - 6000,,,RAM-DDR5-PC-32GB-CORSAIR-VENGEANCE,RAM,nuevo,activo,1,1,0,0
Ram DDR5 PC 32GB - Crucial - 5600,,,RAM-DDR5-PC-32GB-CRUCIAL-5600,RAM,nuevo,activo,1,1,0,0
Ram DDR5 PC 32GB - Crucial - kit 2*16 - 4800,,,RAM-DDR5-PC-32GB-CRUCIAL-KIT-2-16-,RAM,nuevo,activo,1,1,0,0
Ram DDR5 PC 32GB - Patriot - Kit 2*16 - 4800,,,RAM-DDR5-PC-32GB-PATRIOT-KIT-2-16-,RAM,nuevo,activo,0,1,0,0
Ram DDR5 PC 32GB - Patriot Viper Elite 5 -Kit 2*16 - 5600,,,RAM-DDR5-PC-32GB-PATRIOT-VIPER-ELI,RAM,nuevo,activo,1,1,0,0
Refrigeracion Liquida Corsair Icue H100,,,REFRIGERACION-LIQUIDA-CORSAIR-ICUE,COOLING,nuevo,activo,1,1,0,0
Refrigeracion Liquida Corsair Nautilus 360,,,REFRIGERACION-LIQUIDA-CORSAIR-NAUT,COOLING,nuevo,activo,0,1,0,0
Refrigeracion Liquida EVGA 2Fan Closed Loop,,,REFRIGERACION-LIQUIDA-EVGA-2FAN-CL,COOLING,nuevo,activo,1,1,0,0
Refrigeracion Liquida Gamemax 1 Fan (1 blanca y 1 negra),,,REFRIGERACION-LIQUIDA-GAMEMAX-1-FA,COOLING,nuevo,activo,0,1,0,0
Refrigeracion Liquida Gamemax 2 Fan Iceburg,,,REFRIGERACION-LIQUIDA-GAMEMAX-2-FA,COOLING,nuevo,activo,0,1,0,0
Refrigeracion Liquida Master Tecnology Titan T-360,,,REFRIGERACION-LIQUIDA-MASTER-TECNO,COOLING,nuevo,activo,1,1,0,0
Refrigeracion Liquida Redragon Effects 2 Fan,,,REFRIGERACION-LIQUIDA-REDRAGON-EFF,COOLING,nuevo,activo,1,1,0,0
Router AC 1200,,,ROUTER-AC-1200,ACCESORIOS,nuevo,activo,0,1,0,0
Router Ax1500 Cudy,,,ROUTER-AX1500-CUDY,ACCESORIOS,nuevo,activo,8,1,0,0
Router Ax1500 Mesh,,,ROUTER-AX1500-MESH,ACCESORIOS,nuevo,activo,0,1,0,0
Router Ax3000 Cudy,,,ROUTER-AX3000-CUDY,ACCESORIOS,nuevo,activo,1,1,0,0
Silla Gamer Azul Jemip,,,SILLA-GAMER-AZUL-JEMIP,SILLA GAMER,nuevo,activo,1,1,0,0
Silla Gamer Negra c/rojo Jemip,,,SILLA-GAMER-NEGRA-C-ROJO-JEMIP,SILLA GAMER,nuevo,activo,1,1,0,0
"Tablet Vortex 10""""",,,TABLET-VORTEX-10,TABLET,nuevo,activo,0,1,0,0
"Tableta Grafica 7"""" Huin",,,TABLETA-GRAFICA-7-HUIN,TABLETA,nuevo,activo,0,1,0,0
Teclado (combo completo) T-Wolf TF240 KIT,,,TECLADO-COMBO-COMPLETO-T-WOLF-TF24,TECLADO,nuevo,activo,2,1,0,0
Teclado (combo) MSI mecanico GK300,,,TECLADO-COMBO-MSI-MECANICO-GK300,TECLADO,nuevo,activo,0,1,0,0
Teclado (combo) Redragon mecanico,,,TECLADO-COMBO-REDRAGON-MECANICO,TECLADO,nuevo,activo,0,1,0,0
Teclado (combo) T-wolf TF100 Inal�mbrico,,,TECLADO-COMBO-T-WOLF-TF100-INAL-MB,TECLADO,nuevo,activo,20,1,0,0
Teclado (combo) T-wolf TF200 Luces,,,TECLADO-COMBO-T-WOLF-TF200-LUCES,TECLADO,nuevo,activo,0,1,0,0
Teclado (combo) T-Wolf TF500 Sencillo,,,TECLADO-COMBO-T-WOLF-TF500-SENCILL,TECLADO,nuevo,activo,0,1,0,0
Teclado mecanico RAMPAGE gamemax,,,TECLADO-MECANICO-RAMPAGE-GAMEMAX,TECLADO,nuevo,activo,1,1,0,0
Teclado Bluetooth peque�o,,,TECLADO-BLUETOOTH-PEQUE-O,TECLADO,nuevo,activo,0,1,0,0
Teclado Logitech K230,,,TECLADO-LOGITECH-K230,TECLADO,nuevo,activo,2,1,0,0
Teclado mecanico Fantech K515 Shiraki,,,TECLADO-MECANICO-FANTECH-K515-SHIR,COOLING,nuevo,activo,2,1,0,0
Teclado Numerico individual,,,TECLADO-NUMERICO-INDIVIDUAL,TECLADO,nuevo,activo,5,1,0,0
Teclado Redragon Dragonborn (2B-2N),,,TECLADO-REDRAGON-DRAGONBORN-2B-2N,TECLADO,nuevo,activo,1,1,0,0
Teclado Redragon Fizz Pro,,,TECLADO-REDRAGON-FIZZ-PRO,TECLADO,nuevo,activo,1,1,0,0
Teclado Redragon Fizz RGB Transparente,,,TECLADO-REDRAGON-FIZZ-RGB-TRANSPAR,TECLADO,nuevo,activo,2,1,0,0
Teclado Redragon UCAL PRO,,,TECLADO-REDRAGON-UCAL-PRO,TECLADO,nuevo,activo,4,1,0,0
Teclado Redragon EISA MAX,,,TECLADO-REDRAGON-EISA-MAX,TECLADO,nuevo,activo,1,1,0,0
Teclado Redragon Mitra,,,TECLADO-REDRAGON-MITRA,TECLADO,nuevo,activo,2,1,0,0
Teclado Redragon Star Blade PRO,,,TECLADO-REDRAGON-STAR-BLADE-PRO,TECLADO,nuevo,activo,2,1,0,0
Teclado Redragon B5-8343A,,,TECLADO-REDRAGON-B5-8343A,TECLADO,nuevo,activo,1,1,0,0
Teclado sencillo AST,,,TECLADO-SENCILLO-AST,TECLADO,nuevo,activo,4,1,0,0
Teclado sencillo Delux KA190,,,TECLADO-SENCILLO-DELUX-KA190,TECLADO,nuevo,activo,6,1,0,0
Teclado Onikuma G55,,,TECLADO-ONIKUMA-G55,TECLADO,nuevo,activo,2,1,0,0
Teclado T-wolf (una mano),,,TECLADO-T-WOLF-UNA-MANO,TECLADO,nuevo,activo,0,1,0,0
Teclado T-wolf T15,,,TECLADO-T-WOLF-T15,TECLADO,nuevo,activo,0,1,0,0
Teclado T-wolf T16,,,TECLADO-T-WOLF-T16,TECLADO,nuevo,activo,0,1,0,0
Teclado Genius slum star 126,,,TECLADO-GENIUS-SLUM-STAR-126,TECLADO,nuevo,activo,9,1,0,0
Teclado T-wolf T20,,,TECLADO-T-WOLF-T20,TECLADO,nuevo,activo,7,1,0,0
UPS Bet Pro 1.000VA,,,UPS-BET-PRO-1-000VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Logan 0750 VA,,,UPS-LOGAN-0750-VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Logan 1.000 VA,,,UPS-LOGAN-1-000-VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Logan 1.500 VA,,,UPS-LOGAN-1-500-VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Logan 2.200 VA,,,UPS-LOGAN-2-200-VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Marshiva 0750 VA,,,UPS-MARSHIVA-0750-VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Marshiva 2.000 VA,,,UPS-MARSHIVA-2-000-VA,ACCESORIOS,nuevo,activo,0,1,0,0
UPS Mini Uproducts 8800Mah,,,UPS-MINI-UPRODUCTS-8800MAH,ACCESORIOS,nuevo,activo,0,1,0,0
UPS OPS 1.000 VA,,,UPS-OPS-1-000-VA,ACCESORIOS,nuevo,activo,0,1,0,0
